USAf.3,D21S11,33,0.0084
USAf.3,D21S11,33.2,0.0335
USAf.3,D21S11,34,0.0084
USAf.3,D21S11,34.2,0.0028
USAf.3,D21S11,35,0.0279
USAf.3,D21S11,36,0.0056
USAf.3,D21S11,37,0.0056
USAf.3,D3S1358,11,0.0048
USAf.3,D3S1358,12,0.0024
USAf.3,D3S1358,13,0.0119
USAf.3,D3S1358,14,0.1214
USAf.3,D3S1358,15,0.2905
USAf.3,D3S1358,16,0.3071
USAf.3,D3S1358,17,0.2
USAf.3,D3S1358,18,0.0548
USAf.3,D3S1358,19,0.0048
USAf.3,D3S1358,20,0.0024
USAf.3,VWA,11,0.0028
USAf.3,VWA,13,0.0056
USAf.3,VWA,14,0.0667
USAf.3,VWA,15,0.2361
USAf.3,VWA,16,0.2694
USAf.3,VWA,17,0.1833
USAf.3,VWA,18,0.1361
USAf.3,VWA,19,0.0722
USAf.3,VWA,20,0.0278
USAf.3,CSF1PO,7,0.0429
USAf.3,CSF1PO,8,0.0857
USAf.3,CSF1PO,9,0.0333
USAf.3,CSF1PO,10,0.2714
USAf.3,CSF1PO,11,0.2048
USAf.3,CSF1PO,12,0.3
USAf.3,CSF1PO,13,0.0548
USAf.3,CSF1PO,14,0.0071
USAf.3,D8S1179,8,0.0028
USAf.3,D8S1179,9,0.0056
USAf.3,D8S1179,10,0.025
USAf.3,D8S1179,11,0.0351
USAf.3,D8S1179,12,0.1083
USAf.3,D8S1179,13,0.2222
USAf.3,D8S1179,14,0.3333
USAf.3,D8S1179,15,0.2139
USAf.3,D8S1179,16,0.0444
USAf.3,D8S1179,17,0.0083
USAf.3,D18S51,10,0.0053
USAf.3,D18S51,11,0.016
USAf.3,D18S51,12,0.0532
USAf.3,D18S51,13,0.0532
USAf.3,D18S51,14,0.0691
USAf.3,D18S51,15,0.1543
USAf.3,D18S51,16,0.2021
USAf.3,D18S51,17,0.1277
USAf.3,D18S51,18,0.1489
USAf.3,D18S51,19,0.0904
USAf.3,D18S51,20,0.0585
USAf.3,D18S51,21,0.0053
USAf.3,D18S51,22,0.016
USAf.4,TH01,6,0.145
USAf.4,TH01,7,0.345
USAf.4,TH01,8,0.23
USAf.4,TH01,9,0.165
USAf.4,TH01,9.3,0.105
USAf.4,TH01,10,0.01
USAf.4,D7S820,6,0.005
USAf.4,D7S820,7,0.005
USAf.4,D7S820,8,0.17
USAf.4,D7S820,9,0.1
USAf.4,D7S820,10,0.365
USAf.4,D7S820,11,0.215
USAf.4,D7S820,12,0.125
USAf.4,D7S820,13,0.005
USAf.4,D7S820,14,0.01
USAf.4,FGA,17,0.0106
USAf.4,FGA,18.2,0.0319
USAf.4,FGA,19,0.0638
USAf.4,FGA,19.2,0.0053
USAf.4,FGA,20,0.0745
USAf.4,FGA,20.2,0.0053
USAf.4,FGA,21,0.1277
USAf.4,FGA,22,0.1649
USAf.4,FGA,23,0.1436
USAf.4,FGA,24,0.1596
USAf.4,FGA,25,0.1011
USAf.4,FGA,26,0.0319
USAf.4,FGA,27,0.0319
USAf.4,FGA,28,0.016
USAf.4,FGA,29,0.0213
USAf.4,FGA,31,0.0105
USAf.4,TPOX,6,0.08
USAf.4,TPOX,7,0.02
USAf.4,TPOX,8,0.395
USAf.4,TPOX,9,0.155
USAf.4,TPOX,10,0.09
USAf.4,TPOX,11,0.235
USAf.4,TPOX,12,0.025
USAf.4,D16S539,8,0.035
USAf.4,D16S539,9,0.205
USAf.4,D16S539,10,0.145
USAf.4,D16S539,11,0.275
USAf.4,D16S539,12,0.21
USAf.4,D16S539,13,0.13
USAf.4,D13S317,8,0.015
USAf.4,D13S317,9,0.03
USAf.4,D13S317,10,0.01
USAf.4,D13S317,11,0.31
USAf.4,D13S317,12,0.38
USAf.4,D13S317,13,0.18
USAf.4,D13S317,14,0.075
USAf.4,D5S818,7,0.005
USAf.4,D5S818,8,0.055
USAf.4,D5S818,9,0.02
USAf.4,D5S818,10,0.07
USAf.4,D5S818,11,0.23
USAf.4,D5S818,12,0.32
USAf.4,D5S818,13,0.245
USAf.4,D5S818,14,0.055
USAf.4,D21S11,27,0.0532
USAf.4,D21S11,28,0.1809
USAf.4,D21S11,28.2,0.0053
USAf.4,D21S11,29,0.1809
USAf.4,D21S11,30,0.2287
USAf.4,D21S11,30.2,0.0106
USAf.4,D21S11,31,0.0691
USAf.4,D21S11,31.2,0.0638
USAf.4,D21S11,32,0.0266
USAf.4,D21S11,32.2,0.0691
USAf.4,D21S11,33,0.016
USAf.4,D21S11,33.2,0.0213
USAf.4,D21S11,34,0.016
USAf.4,D21S11,35,0.0479
USAf.4,D21S11,36,0.0053
USAf.4,D21S11,37,0.0053
USAf.4,D3S1358,11,0.0053
USAf.4,D3S1358,12,0.016
USAf.4,D3S1358,13,0.0053
USAf.4,D3S1358,14,0.0957
USAf.4,D3S1358,15,0.2979
USAf.4,D3S1358,16,0.3191
USAf.4,D3S1358,17,0.1562
USAf.4,D3S1358,18,0.0691
USAf.4,D3S1358,19,0.0053
USAf.4,VWA,13,0.015
USAf.4,VWA,14,0.075
USAf.4,VWA,15,0.23
USAf.4,VWA,16,0.27
USAf.4,VWA,17,0.19
USAf.4,VWA,18,0.125
USAf.4,VWA,19,0.06
USAf.4,VWA,20,0.03
USAf.4,VWA,21,0.005
USAf.4,CSF1PO,7,0.065
USAf.4,CSF1PO,8,0.05
USAf.4,CSF1PO,9,0.03
USAf.4,CSF1PO,10,0.245
USAf.4,CSF1PO,11,0.265
USAf.4,CSF1PO,12,0.285
USAf.4,CSF1PO,13,0.06
USAf.4,D8S1179,8,0.0053
USAf.4,D8S1179,10,0.0266
USAf.4,D8S1179,11,0.0691
USAf.4,D8S1179,12,0.1223
USAf.4,D8S1179,13,0.1809
USAf.4,D8S1179,14,0.367
USAf.4,D8S1179,15,0.1755
USAf.4,D8S1179,16,0.0479
USAf.4,D8S1179,17,0.0053
USAf.5,TH01,6,0.1282
USAf.5,TH01,7,0.3974
USAf.5,TH01,8,0.2115
USAf.5,TH01,9,0.1346
USAf.5,TH01,9.3,0.1122
USAf.5,TH01,10,0.016
USAf.5,D7S820,7,0.0196
USAf.5,D7S820,8,0.1993
USAf.5,D7S820,9,0.1078
USAf.5,D7S820,10,0.3562
USAf.5,D7S820,11,0.1928
USAf.5,D7S820,12,0.1013
USAf.5,D7S820,13,0.0196
USAf.5,D7S820,14,0.0033
USAf.5,FGA,17,0.0065
USAf.5,FGA,18,0.0065
USAf.5,FGA,18.2,0.0065
USAf.5,FGA,19,0.0719
USAf.5,FGA,20,0.0686
USAf.5,FGA,21,0.098
USAf.5,FGA,21.2,0.0033
USAf.5,FGA,22,0.219
USAf.5,FGA,23,0.1634
USAf.5,FGA,24,0.1536
USAf.5,FGA,25,0.1144
USAf.5,FGA,26,0.0327
USAf.5,FGA,27,0.0229
USAf.5,FGA,28,0.0131
USAf.5,FGA,29,0.0065
USAf.5,FGA,30,0.0033
USAf.5,FGA,31,0.0098
USAf.5,TPOX,6,0.0417
USAf.5,TPOX,7,0.0224
USAf.5,TPOX,8,0.359
USAf.5,TPOX,9,0.1987
USAf.5,TPOX,10,0.109
USAf.5,TPOX,11,0.234
USAf.5,TPOX,12,0.0353
USAf.5,D16S539,7,0.0032
USAf.5,D16S539,8,0.0484
USAf.5,D16S539,9,0.2129
USAf.5,D16S539,10,0.0871
USAf.5,D16S539,11,0.2806
USAf.5,D16S539,12,0.229
USAf.5,D16S539,13,0.1129
USAf.5,D16S539,14,0.0258
USAf.5,D13S317,7,0.0032
USAf.5,D13S317,8,0.0161
USAf.5,D13S317,9,0.0419
USAf.5,D13S317,10,0.0129
USAf.5,D13S317,11,0.3258
USAf.5,D13S317,12,0.3613
USAf.5,D13S317,13,0.171
USAf.5,D13S317,14,0.0677
USAf.5,D5S818,8,0.0419
USAf.5,D5S818,9,0.0194
USAf.5,D5S818,10,0.0806
USAf.5,D5S818,11,0.2387
USAf.5,D5S818,12,0.3484
USAf.5,D5S818,13,0.2484
USAf.5,D5S818,14,0.0161
USAf.5,D5S818,15,0.0032
USAf.5,D5S818,16,0.0032
USAf.5,D21S11,24.2,0.0032
USAf.5,D21S11,26,0.0032
USAf.5,D21S11,27,0.0806
USAf.5,D21S11,28,0.2161
USAf.5,D21S11,29,0.1581
USAf.5,D21S11,30,0.171
USAf.5,D21S11,30.2,0.0226
USAf.5,D21S11,31,0.1065
USAf.5,D21S11,31.2,0.0613
USAf.5,D21S11,32,0.0129
USAf.5,D21S11,32.2,0.0806
USAf.5,D21S11,33,0.0097
USAf.5,D21S11,33.2,0.0355
USAf.5,D21S11,34,0.0032
USAf.5,D21S11,34.2,0.0032
USAf.5,D21S11,35,0.0226
USAf.5,D21S11,36,0.0097
USAf.5,D3S1358,11,0.0033
USAf.5,D3S1358,12,0.0033
USAf.5,D3S1358,13,0.0098
USAf.5,D3S1358,14,0.1144
USAf.5,D3S1358,15,0.3137
USAf.5,D3S1358,15.2,0.0033
USAf.5,D3S1358,16,0.3007
USAf.5,D3S1358,17,0.1853
USAf.5,D3S1358,18,0.0556
USAf.5,D3S1358,19,0.0098
USAf.5,VWA,13,0.0129
USAf.5,VWA,14,0.0516
USAf.5,VWA,15,0.2032
USAf.5,VWA,16,0.2577
USAf.5,VWA,17,0.2323
USAf.5,VWA,18,0.1452
USAf.5,VWA,19,0.0516
USAf.5,VWA,20,0.0323
USAf.5,VWA,21,0.0032
USAf.5,CSF1PO,7,0.0577
USAf.5,CSF1PO,8,0.0865
USAf.5,CSF1PO,9,0.0321
USAf.5,CSF1PO,10,0.2821
USAf.5,CSF1PO,11,0.2212
USAf.5,CSF1PO,12,0.2724
USAf.5,CSF1PO,13,0.0449
USAf.5,CSF1PO,14,0.0032
USAf.5,D8S1179,10,0.0355
USAf.5,D8S1179,11,0.0484
USAf.5,D8S1179,12,0.1097
USAf.5,D8S1179,13,0.2194
USAf.5,D8S1179,14,0.3226
USAf.5,D8S1179,15,0.1806
USAf.5,D8S1179,16,0.0742
USAf.5,D8S1179,17,0.0097
USAf.5,D18S51,11,0.0065
USAf.5,D18S51,12,0.0677
USAf.5,D18S51,13,0.0613
USAf.5,D18S51,13.2,0.0032
USAf.5,D18S51,14,0.0613
USAf.5,D18S51,14.2,0.0065
USAf.5,D18S51,15,0.1548
USAf.5,D18S51,16,0.1774
USAf.5,D18S51,17,0.1613
USAf.5,D18S51,18,0.1355
USAf.5,D18S51,19,0.1
USAf.5,D18S51,20,0.0355
USAf.5,D18S51,21,0.0226
USAf.5,D18S51,22,0.0065
Jam.Af.,TH01,5,0.0024
Jam.Af.,TH01,6,0.1394
Jam.Af.,TH01,7,0.3558
Jam.Af.,TH01,8,0.2548
