"","D3S1358","vWA","D16S539","CSF1PO","TPOX","Y.indel","D8S1179","D21S11","D18S51","DYS391","D2S441","D19S433","TH01","FGA","D22S1045","D5S818","D13S317","D7S820","SE33","D10S1248","D1S1656","D12S391","D2S1338","PENTA.E","PENTA.D"
"29","","","","","","","","","0.000922509225092251","","","0.0699815837937385","","","","","","","0.00462962962962963","","","","","",""
"30","","","","","","","","","","","0.000920810313075506","","","","","","","","0","","0.0101289134438306","","","",""
"31","0.31767955801105","0.212707182320442","0.000922509225092251","0.000920810313075506","0","","0.201657458563536","","0.16789667896679","","0.0239410681399632","0.0497237569060773","","0","0.214548802946593","0.00184162062615101","0.000920810313075506","0","0.05","0.208103130755064","0.183241252302026","0.0755064456721915","0.000920810313075506","0.0517560073937153","0.00738007380073801"
"32","0.00184162062615101","","","","","","","","0.000922509225092251","","","0.0543278084714549","","","","","","","0.00277777777777778","","","","","",""
"33","","","","","","","","","","","","","","","","","","","","","0.0147329650092081","","","",""
"34","0.310313075506446","0.269797421731123","","","","","0.0561694290976059","","0.182656826568266","","0.00276243093922652","0.0119705340699816","","0","0.186003683241252","0","0","","0.0555555555555556","0.0865561694290976","0.102209944751381","0.0524861878453039","0.0561694290976059","0.0369685767097967","0"
"35","","","","","","","","","","","","","","0.00460405156537753","","","","","","","0.000920810313075506","","","",""
"36","","","","","","","","","","","","0.0285451197053407","","","","","","","0.000925925925925926","","","","","",""
"37","","","","","","","","","","","","","","","","","","","0","","0.0966850828729282","0.000920810313075506","","",""
"38","","","","","","","","","","","","","","","","","","","","","","","","0",""
"39","0.203499079189687","0.186924493554328","","","","","0.0119705340699816","","0.17619926199262","","0","0.000920810313075506","","0.000920810313075506","0.244935543278085","0.000920810313075506","","","0.0759259259259259","0.0165745856353591","0.0285451197053407","0.157458563535912","0.103130755064457","0.0369685767097967","0.000922509225092251"
"40","","","","","","","","","","","","","","","","","","","","","","0.00552486187845304","","",""
"41","","","","","","","","","","","","0.00276243093922652","","0.00276243093922652","","","","","0.00185185185185185","","","","","",""
"42","","","","","","","","","","","","","","","","","","","0","","0.0460405156537753","0.000920810313075506","","",""
"43","0.0561694290976059","0.148250460405157","","","","","0.000920810313075506","","0.122693726937269","","","","","0.00276243093922652","0.0174953959484346","0","","","0.12962962962963","0.000920810313075506","0.00276243093922652","0.22744014732965","0.0497237569060773","0.0129390018484288",""
"44","","","","","","","","","","","","0.000920810313075506","","0.0156537753222836","","","","","0","","","","","",""
"45","","","","","","","","","","","","","","","","","","","0","","0.0174953959484346","0.00368324125230203","","",""
"46","0.00460405156537753","0.067219152854512","","","","","0","","0.0867158671586716","","","","","0.0626151012891344","0.00552486187845304","","","","0.142592592592593","0","0","0.144567219152855","0.143646408839779","0.00462107208872458",""
"47","","","","","","","","","","","","","","","","","","","","","","0.00920810313075507","","",""
"48","","","","","","","","","","","","0","","0.00368324125230203","","","","","0.000925925925925926","","","0","","",""
"49","","","","","","","","","","","","","","","","","","","","","0.00276243093922652","0","","",""
"50","0.000920810313075506","0.0239410681399632","","","","","","","0.0599630996309963","","","","","0.0644567219152855","0.000920810313075506","","","","0.087962962962963","","","0.130755064456722","0.0810313075506446","0.00369685767097967",""
"51","","","","","","","","","","","","","","","","","","","0.000925925925925926","","","0.00184162062615101","","",""
"52","","","","","","","","","","","","","","0","","","","","0.00185185185185185","","","","","",""
"53","","","","","","","","","","","","","","0","","","","","","","0","0","","",""
"54","","0.000920810313075506","","","","","","","0.0212177121771218","","","","","0.106813996316759","","","","","0.0527777777777778","","","0.0699815837937385","0.139963167587477","0.00369685767097967",""
"55","","","","","","","","","0.0018450184501845","","","","","0.000920810313075506","","","","","0.00925925925925926","","","","","",""
"56","","0","","","","","","","0.0138376383763838","","","","","0.188766114180479","","","","","0.012962962962963","","","0.0570902394106814","0.148250460405157","0",""
"57","","","","","","","","","","","","","","0.00184162062615101","","","","","0.00833333333333333","","","","","",""
"58","","","","","","","","","","","","","","0.000920810313075506","","","","","","","","","","",""
"59","","0","","","","","","","0.00276752767527675","","","","","0.161141804788214","","","","","0.00277777777777778","","","0.0359116022099447","0.106813996316759","0",""
"60","","","","","","","","","","","","","","0","","","","","0.012037037037037","","","","","",""
"61","","0","","","","","","0","0.000922509225092251","","","","","0.171270718232044","","","","","0","","","0.0165745856353591","0.074585635359116","0",""
"62","","","","","","","","0.000920810313075506","","","","","","","","","","","0.0185185185185185","","","","","",""
"63","","","","","","","","0.00368324125230203","","","","","","0.000920810313075506","","","","","","","","","","",""
"64","","","","","","","","0","0","","","","","0.102209944751381","","","","","0.00185185185185185","","","0.00828729281767956","0.067219152854512","0",""
"65","","","","","","","","","","","","","","","","","","","0.0351851851851852","","","","","",""
"66","","","","","","","","0.000920810313075506","0","","","","","0.0386740331491713","","","","","0","","","0.00184162062615101","0.0239410681399632","",""
"67","","","","","","","","","","","","","","0","","","","","0.0537037037037037","","","","","",""
"68","","","","","","","","0.065377532228361","0","","","","","0.0414364640883978","","","","","0.000925925925925926","","","0","0.00184162062615101","",""
"69","","","","","","","","","","","","","","","","","","","","","","","","",""
"70","","","","","","","","","","","","","","","","","","","0.0527777777777778","","","","","",""
"71","","","","","","","","0.242173112338858","","","","","","0.0128913443830571","","","","","0.000925925925925926","","","","0","",""
"72","","","","","","","","0","","","","","","","","","","","0.0481481481481481","","","","","",""
"73","","","","","","","","0.18232044198895","","","","","","0.00552486187845304","","","","","","","","","","",""
"74","","","","","","","","0","","","","","","","","","","","0.0277777777777778","","","","","",""
"75","","","","","","","","0.000920810313075506","","","","","","","","","","","","","","","","",""
"76","","","","","","","","0.169429097605893","","","","","","0.000920810313075506","","","","","0.000925925925925926","","","","","",""
"77","","","","","","","","0.0119705340699816","","","","","","0.00184162062615101","","","","","0.0222222222222222","","","","","",""
"78","","","","","","","","0.000920810313075506","","","","","","","","","","","","","","","","",""
"79","","","","","","","","0.0847145488029466","","","","","","0.000920810313075506","","","","","","","","","","",""
"80","","","","","","","","0.0561694290976059","","","","","","0","","","","","0.0101851851851852","","","","","",""
"81","","","","","","","","0.0138121546961326","","","","","","","","","","","0","","","","","",""
"82","","","","","","","","0.000920810313075506","","","","","","","","","","","","","","","","",""
"83","","","","","","","","0.0736648250460405","","","","","","0","","","","","0.00555555555555556","","","","","",""
"84","","","","","","","","0.00552486187845304","","","","","","","","","","","0","","","","","",""
"85","","","","","","","","0.0377532228360958","","","","","","0","","","","","0.00185185185185185","","","","","",""
"86","","","","","","","","0.00736648250460405","","","","","","","","","","","0.000925925925925926","","","","","",""
"87","","","","","","","","","","","","","","0.000920810313075506","","","","","","","","","","",""
"88","","","","","","","","0.00184162062615101","","","","","","","","","","","0.000925925925925926","","","","","",""
"89","","","","","","","","0.0331491712707182","","","","","","","","","","","0","","","","","",""
"90","","","","","","","","0","","","","","","","","","","","0","","","","","",""
"91","","","","","","","","0.00276243093922652","","","","","","","","","","","0","","","","","",""
"92","","","","","","","","0.00276243093922652","","","","","","","","","","","0","","","","","",""
"93","","","","","","","","0.000920810313075506","","","","","","","","","","","","","","","","",""
"94","","","","","","","","","","","","","","0","","","","","","","","","","",""
"95","","","","","","","","","","","","","","0","","","","","","","","","","",""
"96","","","","","","","","","","","","","","0.00184162062615101","","","","","","","","","","",""
"97","","","","","","","","","","","","","","0.00184162062615101","","","","","","","","","","",""
"98","","","","","","","","","","","","","","0","","","","","","","","","","",""
"99","","","","","","","","","","","","","","0","","","","","","","","","","",""
"100","","","","","","","","","","","","","","0.000920810313075506","","","","","","","","","","",""
"101","","","","","","","","","","","","","","0","","","","","","","","","","",""
"102","","","","","","","","","","","","","","0","","","","","","","","","","",""
